customer_id,name,age,gender,owns_car,owns_house,no_of_children,net_yearly_income,no_of_days_employed,occupation_type,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,credit_card_default
CST_118187,Sam Forgione,40,1,0,1,0.0,349987.53,1341.0,Managers,2.0,0.0,34099.02,45724.98,96,501.0,1,1,1.0
CST_106521,Angela Moon,27,0,1,0,0.0,72230.17,3512.0,Cleaning staff,2.0,0.0,13919.59,15723.2,14,893.0,0,0,0.0
CST_125192,Christian Plumb,32,0,0,1,0.0,213593.07,338.0,Managers,2.0,1.0,33802.52,50353.27,61,691.0,0,0,0.0
CST_155393,Blenkinsop,43,0,0,0,1.0,282578.99,2794.0,Unknown,3.0,0.0,14958.1,38420.31,5,770.0,0,0,0.0
CST_134472,Jonathan,42,0,1,1,0.0,205229.24,260.0,High skill tech staff,2.0,0.0,56352.12,23672.64,84,607.0,1,1,1.0
CST_103693,Eveline Danubrata,28,0,1,1,0.0,186422.35,3761.0,Sales staff,2.0,0.0,43712.23,47836.36,60,665.0,0,0,0.0
CST_112520,Andrew Longstreth,46,1,1,1,0.0,321851.13,1669.0,Core staff,2.0,0.0,52130.25,55247.14,18,782.0,0,0,0.0
CST_105396,Michael Erman,33,0,1,1,0.0,204772.08,5470.0,Laborers,1.0,1.0,24688.0,49870.91,52,944.0,0,0,0.0
CST_112283,Lucy Hornby,26,0,1,0,0.0,142291.88,1092.0,Cleaning staff,1.0,0.0,28655.28,26037.52,29,765.0,0,0,0.0
CST_100590,Natsuko Waki,23,0,1,0,0.0,282659.48,1381.0,Unknown,2.0,0.0,61194.64,50170.85,66,691.0,0,0,0.0
CST_117302,Huw Jones,45,0,0,1,0.0,130956.16,891.0,Sales staff,1.0,0.0,13673.28,45587.79,51,887.0,0,0,0.0
CST_150409,Koranyi,32,0,0,1,0.0,180803.32,1292.0,Sales staff,2.0,0.0,39291.7,40481.07,72,789.0,0,0,0.0
CST_135570,Marius,51,0,0,1,1.0,134753.11,2830.0,Sales staff,3.0,0.0,41167.23,34935.82,37,715.0,0,0,0.0
CST_140438,Andreas,55,0,0,0,0.0,126187.3,1435.0,Unknown,2.0,1.0,11871.86,15272.41,91,766.0,0,0,0.0
CST_128794,Stuart,46,0,0,1,1.0,103256.87,3360.0,Unknown,3.0,0.0,34027.74,11971.25,59,669.0,0,0,0.0
CST_163642,Reddall,55,0,0,1,0.0,251144.53,1688.0,Waiters/barmen staff,1.0,0.0,37208.3,47509.61,33,701.0,0,0,0.0
CST_135332,David,42,0,0,1,0.0,194599.06,1699.0,Accountants,2.0,0.0,29539.47,47937.71,53,815.0,0,0,0.0
CST_105781,ernie Woodall,41,1,1,1,0.0,165978.39,3790.0,Laborers,2.0,1.0,14513.04,35398.62,85,915.0,0,0,0.0
CST_103041,Jean-Baptiste Vey,39,0,0,1,0.0,168273.87,1869.0,Laborers,2.0,1.0,43999.38,18373.7,40,902.0,0,0,0.0
CST_159478,Mukherjee,38,1,0,1,0.0,215119.46,464.0,Unknown,2.0,0.0,66300.64,64526.18,98,583.0,1,1,1.0
CST_149145,Slater,37,0,0,1,0.0,165808.18,2564.0,Sales staff,2.0,0.0,17387.86,35446.54,29,862.0,0,0,0.0
CST_134499,Ian,27,1,1,0,0.0,226770.04,1578.0,Unknown,1.0,1.0,29693.43,30770.78,74,865.0,0,0,0.0
CST_124505,Samuel Shen,32,1,1,0,2.0,163286.18,1050.0,Drivers,4.0,0.0,15487.68,19272.41,65,874.0,0,0,0.0
CST_114323,Ulf Laessing,52,1,0,1,2.0,166489.11,1492.0,Laborers,4.0,0.0,9750.61,25712.0,3,866.0,0,0,0.0
CST_109223,Neil Maidment,46,1,0,1,0.0,265226.5,92.0,Drivers,2.0,0.0,41900.02,31931.13,0,710.0,0,0,0.0
CST_150285,Kirschbaum,32,1,1,0,0.0,254428.73,1318.0,Drivers,2.0,1.0,27471.92,57553.63,71,699.0,0,0,1.0
CST_158629,Shalal-Esa,35,0,0,0,0.0,193840.99,1756.0,Sales staff,1.0,0.0,27992.45,63645.95,11,896.0,0,0,0.0
CST_148036,Gaunt,48,1,1,1,0.0,225564.11,3566.0,Laborers,2.0,0.0,50428.52,37158.6,64,785.0,0,0,0.0
CST_120186,David Sheppard,48,1,1,1,0.0,272036.99,2095.0,Unknown,2.0,0.0,52372.14,71021.86,8,798.0,0,0,0.0
CST_125024,Baker Nadia,50,1,0,1,0.0,162286.2,1341.0,Drivers,2.0,0.0,29954.96,56049.6,35,872.0,0,0,0.0
CST_159800,Felsenthal,34,0,0,1,0.0,195318.62,4888.0,Laborers,2.0,0.0,51157.07,42421.53,10,804.0,0,0,0.0
CST_113600,Jeffrey Jones,39,0,0,1,0.0,147475.84,4594.0,Sales staff,2.0,0.0,12970.1,40736.36,55,752.0,0,0,0.0
CST_105792,Gleb Bryanski,24,1,1,1,0.0,186631.3,203.0,Laborers,2.0,1.0,9591.5,60637.31,26,752.0,0,0,0.0
CST_124569,Matt Scuffham,33,1,0,1,1.0,183612.94,1450.0,Laborers,3.0,0.0,13396.07,25112.76,42,768.0,0,0,0.0
CST_155263,Raymond,24,0,1,1,0.0,368261.22,3018.0,Managers,1.0,0.0,33923.44,66727.61,74,755.0,0,0,0.0
CST_123694,R,54,1,1,1,0.0,132947.61,1408.0,Accountants,2.0,0.0,15975.59,26631.36,34,729.0,0,0,0.0
CST_125370,Christiaan Hetzner,24,0,0,0,1.0,72118.05,1627.0,Security staff,3.0,1.0,19326.61,15322.7,51,864.0,0,0,0.0
CST_107055,Stefano Bernabei,32,1,1,0,1.0,292046.67,4178.0,Drivers,3.0,1.0,28459.28,50906.69,99,641.0,1,1,1.0
CST_148263,Pullella,27,0,0,1,0.0,105112.51,1397.0,Sales staff,1.0,0.0,7752.05,21433.95,22,875.0,0,0,0.0
CST_103547,Tarmo Virki,53,1,1,1,0.0,240057.04,3988.0,Drivers,2.0,1.0,47426.08,31110.88,59,682.0,0,0,0.0
CST_162709,Campos,51,1,0,0,0.0,188625.73,2221.0,Managers,2.0,0.0,36591.31,47009.24,89,772.0,0,0,0.0
CST_133277,David,31,0,1,1,0.0,167342.38,2015.0,Sales staff,2.0,0.0,55024.06,24277.89,45,906.0,0,0,0.0
CST_162160,Grazina,48,0,0,1,1.0,289730.86,367.0,Cooking staff,3.0,1.0,64685.51,60307.23,82,828.0,0,0,0.0
CST_134291,Anna,25,0,0,0,0.0,195254.24,2813.0,Sales staff,2.0,1.0,22756.13,45752.95,16,710.0,0,0,0.0
CST_114308,Zoran Radosavljevic,27,1,0,0,0.0,101163.0,114.0,Unknown,2.0,0.0,31685.63,33299.28,94,633.0,1,1,1.0
CST_116256,Ari Rabinovitch,34,1,0,0,0.0,155837.24,129.0,Unknown,1.0,1.0,31826.12,18238.01,66,732.0,0,0,0.0
CST_149463,Murai,46,0,0,1,2.0,116777.33,5394.0,Laborers,4.0,0.0,22248.75,26003.21,94,913.0,0,0,0.0
CST_160349,Ananthalakshmi,29,1,1,1,0.0,187587.19,1421.0,Unknown,2.0,1.0,29264.34,22372.5,86,650.0,0,0,0.0
CST_107187,Lucia Mutikani,50,0,1,1,0.0,76847.66,3394.0,Cooking staff,2.0,0.0,36835.96,29503.45,25,818.0,0,0,0.0
CST_108004,Ernest Scheyder,36,0,1,1,1.0,124338.09,788.0,Core staff,3.0,0.0,19032.68,14926.83,10,782.0,0,0,0.0
CST_110530,Lefteris Papadimas,52,1,0,1,0.0,81103.0,1074.0,Unknown,2.0,0.0,9940.99,13437.63,29,672.0,0,0,0.0
CST_112351,Caroline Valetkevitch,45,1,1,1,0.0,207777.38,275.0,Accountants,2.0,1.0,39451.82,49156.51,91,803.0,0,0,0.0
CST_144321,Yoko,46,0,0,1,0.0,98067.73,1427.0,Unknown,1.0,0.0,15160.4,23085.86,99,928.0,0,0,0.0
CST_141775,Karen,54,0,0,1,0.0,287050.29,4840.0,Unknown,1.0,0.0,24317.41,41740.76,47,848.0,0,0,0.0
CST_107345,Jason Lange,25,0,0,0,0.0,167591.66,6593.0,Sales staff,2.0,0.0,44251.75,20601.99,96,702.0,0,0,0.0
CST_129315,Maria,28,0,0,1,1.0,371589.07,1417.0,Unknown,3.0,1.0,29192.0,38519.24,48,863.0,0,0,0.0
CST_146052,Jane,25,0,0,0,2.0,122125.73,645.0,Sales staff,4.0,0.0,46353.34,35004.8,71,711.0,0,0,0.0
CST_126632,Norihiko Shirouzu,36,0,1,0,0.0,131516.66,4001.0,Managers,2.0,0.0,40145.0,20019.11,74,895.0,0,0,0.0
CST_159770,Richwine,43,1,1,1,1.0,166326.31,2847.0,High skill tech staff,3.0,1.0,19030.75,41891.2,21,726.0,0,0,0.0
CST_123424,Pedro Nicolaci,33,1,1,1,0.0,102589.7,109.0,Unknown,2.0,1.0,25267.22,13829.34,42,659.0,0,0,0.0
CST_116664,Sarah N.,46,0,0,1,0.0,308615.03,1118.0,Laborers,2.0,0.0,52714.35,61907.25,40,915.0,0,0,0.0
CST_111124,Dhanya Skariachan,41,0,0,0,0.0,107155.53,936.0,Laborers,2.0,0.0,14703.39,11948.03,76,767.0,0,0,0.0
CST_122394,Anurag Kotoky,42,0,0,0,0.0,277291.9,1061.0,Core staff,1.0,0.0,63960.32,48921.8,9,674.0,0,0,0.0
CST_151954,Erman,25,0,0,0,0.0,288130.9,534.0,Sales staff,1.0,0.0,46019.09,40111.18,61,760.0,0,0,0.0
CST_117993,Clare Hutchison,47,0,0,0,0.0,81706.37,2331.0,Sales staff,1.0,0.0,10968.2,10601.6,45,701.0,0,0,0.0
CST_139721,Tommy,53,1,1,1,1.0,148840.17,2049.0,Laborers,3.0,0.0,27169.73,21443.98,87,789.0,0,0,0.0
CST_123558,Tomasz Janowski,39,0,0,1,0.0,193190.05,1233.0,Unknown,2.0,0.0,24060.18,31889.24,87,610.0,1,1,1.0
CST_102983,Tom Bergin,53,0,0,0,0.0,125572.14,289.0,Medicine staff,1.0,0.0,20948.08,17707.1,15,812.0,0,0,0.0
CST_111388,Steve Scherer,35,0,0,1,0.0,168255.58,6445.0,Managers,2.0,0.0,18175.26,57932.52,51,936.0,0,0,0.0
CST_152988,Shaikh,53,0,0,1,0.0,278023.81,893.0,Unknown,1.0,0.0,34206.52,30525.48,92,705.0,0,0,0.0
CST_125740,Annika Breidthardt,33,0,1,1,2.0,190651.9,811.0,Sales staff,4.0,0.0,29744.01,71746.27,85,936.0,0,0,0.0
CST_162920,Wardell,51,0,1,1,0.0,91130.93,2350.0,Medicine staff,2.0,0.0,25160.37,22840.42,25,932.0,0,0,0.0
CST_110200,Stanley White,50,1,0,1,0.0,90182.0,1456.0,Laborers,2.0,1.0,15255.47,20560.44,32,860.0,0,0,0.0
CST_159127,Tara,32,0,0,0,0.0,72590.46,252.0,Unknown,2.0,0.0,19919.16,15902.09,98,761.0,0,0,0.0
CST_117440,"""Eileen OGrady""",29,1,1,1,0.0,241459.6,1457.0,Laborers,2.0,1.0,33132.56,46855.2,81,616.0,1,1,0.0
CST_127199,Economics Correspondent,25,0,1,0,0.0,124507.5,1966.0,Sales staff,2.0,0.0,11616.18,43604.12,3,829.0,0,0,0.0
CST_125016,Louise Egan,27,1,0,0,0.0,228970.08,525.0,Laborers,1.0,1.0,39152.05,27766.59,50,887.0,0,0,0.0
CST_136981,en,37,0,0,1,0.0,95923.88,455.0,Medicine staff,1.0,1.0,26742.7,20650.75,7,768.0,0,0,0.0
CST_103448,Pedro Nicolaci,30,0,0,1,0.0,205195.89,591.0,Sales staff,1.0,0.0,24622.53,36928.31,13,732.0,0,0,0.0
CST_153143,DiSavino,34,1,1,0,1.0,88946.81,3144.0,Drivers,3.0,0.0,60985.6,14579.04,78,552.0,1,1,1.0
CST_109938,Tim Kelly,45,0,1,1,0.0,138685.67,2278.0,Medicine staff,1.0,0.0,19780.61,39776.34,93,845.0,0,0,0.0
CST_101646,Sophie Sassard,43,1,1,1,1.0,288265.54,2884.0,Drivers,3.0,0.0,59886.55,44923.26,99,566.0,1,1,0.0
CST_106393,John Ruwitch,43,0,0,1,1.0,62926.62,6187.0,Unknown,3.0,0.0,14961.65,10083.5,49,809.0,0,0,0.0
CST_124745,Chee,25,0,0,1,0.0,155459.95,2291.0,Medicine staff,2.0,0.0,40747.91,28976.81,56,740.0,0,0,0.0
CST_100637,Tomasz Janowski,43,0,0,1,0.0,335542.81,2366.0,Core staff,2.0,0.0,45265.91,59550.14,83,687.0,0,0,0.0
CST_141926,Ernest,51,1,0,0,0.0,212669.08,2214.0,Drivers,1.0,0.0,37323.94,44214.8,30,659.0,0,0,0.0
CST_132307,Alison,27,1,1,0,0.0,144878.09,681.0,Laborers,1.0,1.0,24608.27,16461.58,85,919.0,0,0,0.0
CST_110668,Jon Herskovitz,51,1,1,0,1.0,249239.81,438.0,Unknown,3.0,0.0,65506.55,57025.38,81,945.0,0,0,0.0
CST_135057,asil,32,0,0,1,0.0,225414.13,4809.0,Managers,2.0,1.0,29995.24,57807.25,25,660.0,0,0,0.0
CST_165151,Santa,24,1,0,1,0.0,174502.48,2445.0,Drivers,1.0,0.0,26015.98,66704.95,38,781.0,0,0,0.0
CST_130935,Donny,34,0,0,1,0.0,114812.58,770.0,Accountants,2.0,1.0,49593.1,19078.69,41,651.0,0,0,0.0
CST_104064,Farah Master,47,0,0,0,0.0,243360.5,526.0,Accountants,2.0,0.0,33662.49,54130.94,86,755.0,0,0,0.0
CST_151955,Klayman,34,1,0,0,1.0,122817.54,207.0,Laborers,3.0,1.0,13787.23,35792.54,87,529.0,2,1,0.0
CST_148375,Georgiopoulos,28,1,1,0,1.0,213605.45,2067.0,Security staff,3.0,1.0,14910.39,60867.52,17,732.0,0,0,0.0
CST_163160,Hutchison,53,0,0,1,1.0,191033.99,2271.0,Managers,3.0,0.0,34257.32,32200.92,47,744.0,0,0,0.0
CST_158345,Quadir,49,0,0,1,1.0,131661.84,272.0,Accountants,3.0,0.0,24041.96,36076.85,28,926.0,0,0,0.0
CST_115192,Karen Freifeld,39,0,1,0,0.0,227279.37,4693.0,Unknown,1.0,0.0,29369.35,31155.84,75,750.0,0,0,0.0
CST_162446,Desai,42,1,0,1,2.0,251280.81,262.0,Laborers,4.0,1.0,29137.4,39904.16,57,772.0,0,0,0.0
CST_157814,Bhattacharjya,48,0,0,1,0.0,149669.44,3381.0,Security staff,1.0,0.0,25511.01,33098.49,54,792.0,0,0,0.0
CST_148508,C.,34,0,0,0,0.0,126448.99,3307.0,Unknown,2.0,0.0,34961.69,46206.99,4,932.0,0,0,0.0
CST_100634,George Georgiopoulos,50,0,0,1,0.0,114629.54,1585.0,Core staff,2.0,0.0,16981.79,46749.43,34,721.0,0,0,0.0
CST_144460,Margaret,45,0,0,1,0.0,94411.66,2185.0,Unknown,1.0,1.0,11468.58,17064.16,52,727.0,0,0,0.0
CST_127285,Hrishikesh,40,0,0,1,0.0,150910.49,626.0,Sales staff,2.0,0.0,14998.37,19920.01,67,681.0,0,0,0.0
CST_115734,Massimiliano Di,43,0,0,0,0.0,142667.56,3046.0,Core staff,2.0,1.0,15077.76,28023.07,21,885.0,0,0,0.0
CST_122469,Singh,39,0,0,0,0.0,85217.49,2524.0,Laborers,1.0,0.0,26235.14,10047.86,41,904.0,0,0,0.0
CST_110159,Luke Baker,51,0,1,1,0.0,248700.26,171.0,Sales staff,2.0,0.0,49346.39,31666.15,68,685.0,0,0,0.0
CST_117238,Emily Flitter,36,0,0,1,0.0,149115.08,2667.0,Laborers,1.0,0.0,27541.35,34562.35,89,588.0,1,1,1.0
CST_165106,Mikolajczak,52,1,0,1,0.0,162160.86,1207.0,Drivers,2.0,0.0,38766.62,32545.01,25,697.0,0,0,0.0
CST_104368,Muriel Boselli,34,0,0,0,0.0,142927.13,2331.0,Laborers,1.0,0.0,29300.16,45075.97,41,924.0,0,0,0.0
CST_158842,Stephenson,26,1,1,1,0.0,112525.33,3828.0,Unknown,2.0,0.0,18009.19,18627.5,76,846.0,0,0,0.0
CST_107211,Suzanne Barlyn,47,1,1,1,0.0,127659.35,733.0,Unknown,2.0,0.0,16490.63,36451.45,96,635.0,1,1,1.0
CST_143163,"""John",33,1,1,1,0.0,277158.97,1929.0,Managers,2.0,0.0,25211.74,66175.76,87,787.0,0,0,0.0
CST_165009,Ridley,54,1,1,1,0.0,205069.28,1317.0,Laborers,1.0,0.0,54205.79,43312.25,35,854.0,0,0,0.0
CST_145683,Alex,44,0,0,0,0.0,110775.41,783.0,Laborers,1.0,1.0,9246.27,17063.98,24,859.0,0,0,0.0
CST_106658,Emma Thomasson,38,1,1,1,1.0,156758.54,839.0,Security staff,3.0,0.0,8539.45,27953.87,37,771.0,0,0,0.0
CST_144095,Lee,35,1,1,1,0.0,192892.89,314.0,Unknown,2.0,0.0,44145.64,36147.28,70,573.0,1,1,1.0
CST_145850,Sruthi,54,0,0,1,2.0,232507.15,1505.0,Laborers,4.0,0.0,17232.7,40371.3,58,811.0,0,0,0.0
CST_158191,Altmeyer,27,1,0,1,0.0,110414.34,905.0,Security staff,2.0,0.0,11592.07,31810.9,33,942.0,0,0,0.0
CST_109721,Jennifer Clark,53,0,0,0,0.0,131990.49,1540.0,Accountants,1.0,0.0,19355.37,42660.92,70,857.0,0,0,0.0
CST_140163,Andrea,40,0,1,1,1.0,259281.29,1010.0,Managers,3.0,0.0,63735.03,32836.71,57,837.0,0,0,0.0
CST_143437,Steven,48,0,0,1,2.0,272145.99,1500.0,Laborers,4.0,0.0,29071.23,84386.08,91,720.0,0,0,0.0
CST_144653,Clara,39,0,1,1,2.0,266331.78,1883.0,Medicine staff,4.0,0.0,36410.76,40150.5,62,878.0,0,0,0.0
CST_149920,Kelly,45,1,1,0,0.0,232637.98,170.0,Drivers,2.0,0.0,44968.53,36454.63,36,651.0,0,0,0.0
CST_105380,Tom Pfeiffer,38,1,0,0,1.0,223620.23,339.0,Waiters/barmen staff,3.0,0.0,37146.2,46736.41,32,833.0,0,0,0.0
CST_104671,Rick Rothacker,25,0,1,1,0.0,163234.2,103.0,Laborers,1.0,0.0,24958.34,27179.44,70,766.0,0,0,0.0
CST_145485,Steve,52,1,0,0,0.0,255430.17,5620.0,Unknown,2.0,0.0,43633.22,69661.46,56,745.0,0,0,0.0
CST_135780,Tarmo,36,1,1,1,0.0,255536.22,2161.0,Drivers,2.0,1.0,57862.75,42210.14,9,772.0,0,0,0.0
CST_114166,Caroline Valetkevitch,30,0,0,0,2.0,173125.44,1391.0,Accountants,4.0,0.0,32037.9,41025.25,91,556.0,1,1,1.0
CST_161375,Bhattacharjee,28,0,0,1,0.0,133569.33,3495.0,Cooking staff,2.0,1.0,32717.26,24049.98,76,699.0,0,0,0.0
CST_147831,Day,23,0,0,1,0.0,123447.6,500.0,Sales staff,1.0,1.0,27786.37,21425.94,61,918.0,0,0,0.0
CST_157557,Richwine,40,0,1,1,0.0,224023.59,2721.0,Laborers,2.0,0.0,32922.47,70171.46,74,689.0,0,0,1.0
CST_161325,Wheatley,41,0,0,1,0.0,224444.21,1136.0,Managers,2.0,1.0,15801.44,39341.47,44,737.0,0,0,0.0
CST_159711,Naranjo,30,0,0,0,0.0,205295.5,760.0,Sales staff,1.0,1.0,44859.05,48541.6,2,816.0,0,0,0.0
CST_122410,Peg Mackey,45,0,0,1,0.0,246033.3,2526.0,Security staff,2.0,0.0,22749.68,30181.93,17,705.0,0,0,0.0
CST_127026,Jones,31,1,1,0,1.0,306143.87,1207.0,Drivers,3.0,0.0,51767.59,59724.29,95,610.0,1,1,1.0
CST_148367,Wroughton,23,1,1,1,0.0,183392.67,2436.0,Low-skill Laborers,1.0,0.0,40452.64,21880.9,64,890.0,0,0,0.0
CST_152829,Armstrong,44,0,1,0,0.0,179522.34,1565.0,Unknown,2.0,0.0,24257.82,44319.75,74,712.0,0,0,0.0
CST_104862,Rodrigo Campos,32,1,1,1,0.0,230539.64,1036.0,Core staff,2.0,1.0,23574.4,52821.94,9,817.0,0,0,0.0
CST_113693,Krista Hughes,29,1,1,1,0.0,246438.29,2692.0,Drivers,2.0,1.0,25147.76,43881.72,74,833.0,0,0,0.0
CST_125693,Johnson,42,0,1,0,0.0,121103.58,3608.0,Realty agents,2.0,0.0,15580.76,19919.73,87,902.0,0,0,0.0
CST_123828,Sam Forgione,34,0,0,1,0.0,182746.31,1002.0,Sales staff,2.0,0.0,38851.97,51307.5,31,757.0,0,0,0.0
CST_108102,Matt Scuffham,48,0,0,1,0.0,96254.18,1188.0,Unknown,2.0,0.0,9119.66,19235.44,68,933.0,0,0,0.0
CST_138249,Estelle,51,0,0,1,0.0,171547.8,249.0,Sales staff,2.0,0.0,30276.97,37735.6,7,888.0,0,0,0.0
CST_146310,Olivia,47,0,0,1,0.0,321757.35,1322.0,Managers,2.0,1.0,42504.88,40960.8,78,688.0,0,0,0.0
CST_121564,Ronald Grover,46,1,1,1,0.0,247249.57,3025.0,Drivers,2.0,1.0,36593.65,54948.61,80,766.0,0,0,0.0
CST_158166,Dixon,25,1,0,1,0.0,205100.02,374.0,Unknown,1.0,0.0,41360.94,32023.74,32,695.0,0,0,0.0
CST_101261,Nigel Davies,46,0,0,1,0.0,215043.68,1192.0,Sales staff,2.0,0.0,44820.95,53103.36,12,815.0,0,0,0.0
CST_161943,Roumeliotis,27,0,0,1,0.0,155439.48,1094.0,Sales staff,2.0,0.0,27384.61,35186.41,94,718.0,0,0,0.0
CST_147662,Hodo,42,0,0,1,0.0,111815.58,383.0,Core staff,2.0,0.0,32731.11,20883.93,36,778.0,0,0,0.0
CST_154079,Bhattacharjee,26,1,0,1,1.0,154396.64,1403.0,Low-skill Laborers,3.0,0.0,24811.58,18535.69,64,932.0,0,0,0.0
CST_127056,Brown,47,1,0,1,1.0,203418.25,338.0,Core staff,3.0,0.0,13176.71,43403.64,1,743.0,0,0,0.0
CST_159076,Oran,36,0,0,1,0.0,336490.06,680.0,Unknown,2.0,0.0,16511.75,71428.76,64,651.0,0,0,0.0
CST_160068,Mogi,28,0,0,1,1.0,209326.1,2820.0,Cooking staff,3.0,0.0,45796.95,55583.24,82,848.0,0,0,0.0
CST_147009,MacLellan,52,0,1,1,0.0,262555.51,3135.0,Accountants,1.0,0.0,34395.87,59995.24,23,893.0,0,0,0.0
CST_127096,"SaPinto""",36,0,0,1,0.0,149358.11,4794.0,Accountants,2.0,0.0,46419.39,20117.9,56,703.0,0,0,0.0
CST_120875,Reiji Murai,50,0,0,0,2.0,97501.04,5439.0,Sales staff,4.0,0.0,16940.01,34901.1,13,900.0,0,0,0.0
CST_158074,B.,42,0,0,0,2.0,215840.84,5365.0,Managers,4.0,0.0,43546.22,52091.6,86,715.0,0,0,0.0
CST_132334,Grant,43,0,0,1,0.0,171886.85,4130.0,Unknown,2.0,0.0,31365.1,43848.2,80,743.0,0,0,0.0
CST_131679,Gilbert,51,1,1,1,1.0,204976.51,2384.0,Core staff,3.0,0.0,44892.39,66729.67,82,899.0,0,0,0.0
CST_121035,Qing Langi,44,0,0,1,0.0,276771.2,4714.0,Core staff,2.0,0.0,56984.31,34038.35,3,798.0,0,0,0.0
CST_141191,Alan,38,1,1,1,2.0,106490.54,3502.0,Drivers,4.0,0.0,11887.06,19230.67,29,805.0,0,0,0.0
CST_115885,Emily Stephenson,37,1,0,1,0.0,81602.76,1814.0,Laborers,2.0,0.0,7945.02,27393.88,17,948.0,0,0,0.0
CST_100315,Karl Plume,48,0,1,1,1.0,146525.3,59.0,Sales staff,3.0,0.0,25223.35,32221.9,24,674.0,0,0,0.0
CST_162176,"ODonnell""",27,1,1,0,0.0,212273.05,2170.0,Laborers,2.0,1.0,54102.27,27752.04,13,938.0,0,0,0.0
CST_123347,da Costa,26,0,1,0,1.0,111484.73,350.0,Sales staff,3.0,0.0,53830.61,16349.54,8,937.0,0,0,0.0
CST_135069,Richard,38,0,0,0,0.0,124083.82,2586.0,Accountants,2.0,0.0,30497.78,30155.69,66,935.0,0,0,0.0
CST_137094,Scott,25,0,0,1,0.0,166465.97,3904.0,Laborers,1.0,1.0,23604.68,33142.53,75,911.0,0,0,0.0
CST_113376,Zeba Siddiqui,41,0,1,0,0.0,108840.98,5732.0,Sales staff,2.0,0.0,21683.24,16650.88,41,705.0,0,0,0.0
CST_154233,Sobolewski,26,1,1,1,0.0,344081.91,5281.0,High skill tech staff,2.0,0.0,47677.18,72571.6,84,805.0,0,0,0.0
CST_149168,Aubin,49,0,0,0,0.0,142899.64,999.0,Sales staff,2.0,0.0,12070.71,21930.36,75,886.0,0,0,0.0
CST_132893,Lucia,39,0,0,1,0.0,218267.94,851.0,Unknown,2.0,1.0,57974.49,26766.34,74,925.0,0,0,0.0
CST_113711,Guillermo Parra-Bernal,42,0,0,1,1.0,136490.36,2766.0,Unknown,3.0,0.0,38284.62,42098.88,99,671.0,0,0,0.0
CST_114785,ernie Woodall,47,1,1,1,1.0,209114.17,2249.0,Sales staff,3.0,1.0,21583.9,40126.19,30,822.0,0,0,0.0
CST_137814,ita,31,0,0,1,1.0,170478.09,1608.0,Unknown,2.0,0.0,16250.85,34304.05,92,592.0,1,1,1.0
CST_132534,Ernest,40,0,0,1,0.0,287208.6,1817.0,Laborers,1.0,0.0,36298.74,62427.19,36,852.0,0,0,0.0
CST_127507,Katya Wachtel,43,0,0,0,0.0,167234.72,3597.0,Unknown,1.0,0.0,34494.96,48534.81,61,735.0,0,0,0.0
CST_100865,"""Martin de",45,0,1,1,2.0,141796.47,5070.0,Medicine staff,4.0,0.0,30057.56,18012.51,15,797.0,0,0,0.0
CST_133498,Jonathan,50,0,0,1,0.0,201932.44,1072.0,Managers,2.0,0.0,24433.68,47215.92,12,875.0,0,0,0.0
CST_141441,Andrea,36,0,0,1,1.0,195277.02,1124.0,Laborers,3.0,0.0,55567.47,33403.71,19,800.0,0,0,0.0
CST_147636,Hepher,42,0,0,1,1.0,168500.08,532.0,Accountants,3.0,0.0,47769.12,40517.04,84,930.0,0,0,0.0
CST_121139,Katie Reid,48,1,0,1,0.0,129733.4,113.0,Cooking staff,1.0,0.0,29714.66,32596.51,97,763.0,0,0,0.0
CST_123840,Kevin Drawbaugh,27,1,0,0,0.0,144077.47,549.0,Laborers,1.0,0.0,20803.32,40682.05,75,657.0,0,0,1.0
CST_115704,Yantoultra Ngui,41,1,1,1,2.0,228017.77,3234.0,Core staff,4.0,0.0,14664.33,28508.39,70,789.0,0,0,0.0
CST_129368,Jan,49,0,0,0,2.0,174207.82,1262.0,Core staff,3.0,0.0,17015.53,68127.58,80,947.0,0,0,0.0
CST_159537,Lakmidas,47,0,0,1,1.0,131385.7,665.0,Waiters/barmen staff,3.0,0.0,8044.48,40910.14,36,739.0,0,0,0.0
CST_102800,Dan Levine,42,1,0,0,1.0,102290.2,402.0,Laborers,3.0,1.0,28434.34,16144.44,61,757.0,0,0,0.0
CST_132843,Nigel,55,0,1,1,0.0,194517.93,905.0,Unknown,3.0,0.0,36031.17,45239.28,1,690.0,0,0,0.0
CST_135806,Matt,47,1,0,1,0.0,219423.84,1280.0,High skill tech staff,1.0,0.0,38789.36,51740.84,48,851.0,0,0,0.0
CST_164341,Vlastelica,38,1,1,1,2.0,177908.8,1717.0,Drivers,4.0,0.0,32624.37,42819.5,87,698.0,0,0,0.0
CST_130864,ernie,26,0,0,0,0.0,235556.86,2593.0,Managers,2.0,1.0,24834.61,38610.84,59,906.0,0,0,0.0
CST_113775,Foo Yun,33,0,1,1,1.0,288891.43,1633.0,Accountants,3.0,0.0,50541.84,34346.48,19,892.0,0,0,0.0
CST_101552,Doug Palmer,42,0,0,0,0.0,142752.48,4929.0,Core staff,2.0,1.0,18509.82,44213.63,72,926.0,0,0,0.0
